StandingOrderID,Sender,Receiver,Amount,Title,Frequency,StartDate,EndDate
239,BH67DBGDTWOO98T1IIB1GE,PT76725017952203419820774,360,Software services,1,18-09-2022,12-11-2022
240,AT226036253155779986,SE0410756440958840317925,128,Travel services,2,10-11-2021,17-01-2022
241,AT226036253155779986,PK06PYDX9IKDYX2W6BCBMLX1,393,Consulting services,5,25-04-2022,24-09-2022
242,DO65YOCL31275685388452922839,DE02655198100986171775,233,Consulting services,3,06-08-2022,02-12-2022
243,DO65YOCL31275685388452922839,AZ73BFASXO7TAC1SDXQLYB2RTNGJ,344,Waste management services,3,26-03-2022,30-06-2022
244,KW59IMZAU6XRJDDOMKHUQXXXQNGYBX,ME65998433026079128554,333,Insurance services,3,01-09-2022,28-12-2022
245,KW59IMZAU6XRJDDOMKHUQXXXQNGYBX,GT83QMU2BFPVMOYQBSZ9SLMMIWW3,437,Event planning services,2,02-06-2022,10-08-2022
246,DO39GE7C12482803957849368595,BH28EQZSLZB0CFICEYOZHW,225,Construction services,8,30-12-2021,31-08-2022
247,DO39GE7C12482803957849368595,KZ5999506HVXYZY3JUJI,299,Legal services,2,21-07-2022,15-10-2022
248,DO39GE7C12482803957849368595,SA95663L8AYYQFUGNYDUDYGY,185,Travel services,1,27-08-2022,01-10-2022
249,DO39GE7C12482803957849368595,NO5707298372619,265,Insurance services,2,16-05-2022,08-08-2022
250,PL02388355872187260826304548,DO39GE7C12482803957849368595,275,Training services,4,18-01-2022,21-05-2022
251,PL02388355872187260826304548,DO09YBQL07479057498667250098,89,Training services,1,04-07-2022,26-08-2022
252,PL02388355872187260826304548,AT081187867286884882,69,Construction services,3,18-08-2022,08-12-2022
253,LI9802427CPUSD02PMERA,FR555370117262M8MHCS4TW0778,40,Delivery services,15,21-09-2021,11-01-2023
254,LI9802427CPUSD02PMERA,IL930759747392977098228,464,Delivery services,10,18-11-2021,28-09-2022
255,GR522354528C95EVZDAXCLHWO6W,FR5041164036327DMV1CRBHOK58,140,Event planning services,7,31-05-2022,30-12-2022
256,GR522354528C95EVZDAXCLHWO6W,LB941675UDL4DF8O5J2L71XJLEFK,155,Insurance services,5,16-07-2022,09-01-2023
257,GI02OSMLZCVPC3LI6P7EZUF,MT69HUPA88465GU9WRY2OMXLZEBAK28,47,Construction services,3,02-03-2022,19-06-2022
258,GI02OSMLZCVPC3LI6P7EZUF,FR614281571412VPU8P4TMHZR26,317,Legal services,5,11-08-2022,12-01-2023
259,GI02OSMLZCVPC3LI6P7EZUF,MK88922HU8SSC0WM810,88,Finance services,6,04-04-2022,09-10-2022
260,GI02OSMLZCVPC3LI6P7EZUF,SK8004144805657907594151,406,Delivery services,3,23-05-2022,26-08-2022
261,MR2368945812321419374551561,PL66688800934580256377748627,254,Delivery services,10,10-03-2022,12-01-2023
262,MR2368945812321419374551561,KZ5999506HVXYZY3JUJI,323,Finance services,13,04-09-2021,26-10-2022
263,MR2368945812321419374551561,NL16YIIT3067429023,185,Security services,1,08-09-2021,15-10-2021
264,GL5292163970877711,FR5894022872945ACYX887VOH23,381,Construction services,3,12-09-2022,03-01-2023
265,GL5292163970877711,FR614281571412VPU8P4TMHZR26,174,Marketing services,3,24-06-2022,21-10-2022
266,GL5292163970877711,HR2684646346109894181,236,Training services,2,24-05-2022,06-08-2022
267,GL5292163970877711,GL5255650205989485,495,Security services,5,30-12-2021,18-06-2022
268,BG10EWTB1413962P6E6CZJ,KW85AYMHPBVBCVXTBEXRORUCADITVV,265,Health and wellness services,9,01-09-2021,05-06-2022
269,BG10EWTB1413962P6E6CZJ,FR654459310157FSFJXHSE1FU24,249,Event planning services,2,05-03-2022,05-05-2022
270,BG10EWTB1413962P6E6CZJ,GR522354528C95EVZDAXCLHWO6W,399,Training services,5,23-07-2022,08-01-2023
271,LI9151289N8ADOGNRY7JJ,SK8004144805657907594151,182,Consulting services,2,06-08-2022,05-10-2022
272,LI9151289N8ADOGNRY7JJ,SM79Q3694121719TOU8ASQA0WSB,76,Construction services,3,24-11-2021,18-03-2022
273,LI9151289N8ADOGNRY7JJ,MU31ZXVS5616427840984886555RWZ,294,Insurance services,4,09-06-2022,26-10-2022
274,FR044345369650K70UZEP1PLB38,FR569310056713SC8KZOLNQYJ12,231,Marketing services,1,15-06-2022,29-07-2022
275,FR044345369650K70UZEP1PLB38,GB72MTCS12171466615466,127,Travel services,6,22-05-2022,04-12-2022
276,FR044345369650K70UZEP1PLB38,FR5013365821287GQMMDD6OLU83,65,Software services,8,07-05-2022,14-01-2023
277,FR044345369650K70UZEP1PLB38,CH9064317NC6X7QUDMO5B,254,Waste management services,3,08-12-2021,09-03-2022
278,AE791992291992682614433,IT56S7325864523V7YMRWOSUY1J,320,Software services,14,07-10-2021,17-12-2022
279,AE791992291992682614433,BH72VEUO4WGT154P1GOGKD,375,Training services,6,25-05-2022,18-12-2022
280,AE791992291992682614433,AL0632649694SYHHMSPXSYAET4R2,500,Construction services,4,23-07-2022,30-11-2022
281,AZ32WDFXIMHARYKZEWVKS5QG5GQ7,MD352HZKLXD7BFBSGKEAUTNZ,125,Health and wellness services,6,10-06-2022,02-01-2023
282,AZ32WDFXIMHARYKZEWVKS5QG5GQ7,LT515349342197999350,234,Event planning services,5,28-06-2022,11-12-2022
283,KW22OLNPISJDMT4SNHFR0DSPN5ANKQ,PT13236191257141033561499,151,Finance services,16,28-08-2021,22-12-2022
284,IT92R5558006844U0FADCFZP08W,ES1439225274313147027314,406,Event planning services,1,06-06-2022,09-07-2022
285,IT92R5558006844U0FADCFZP08W,PS73OBEGHFSEYBLYFMH8L3QPGVQC9,439,Health and wellness services,1,23-06-2022,03-08-2022
286,IT92R5558006844U0FADCFZP08W,MK885706QX8UYFKTF20,219,Software services,1,26-05-2022,28-06-2022
287,TR0242141JKJFDPUYFQ4BG1CHR,ES3876567973341776820457,163,Security services,3,14-05-2022,27-08-2022
288,TR0242141JKJFDPUYFQ4BG1CHR,KW82KSFYM4YY93ESZGLAMCNATMMBIG,147,Insurance services,5,02-05-2022,05-10-2022
289,KZ08583RLSRYBXSZMLZ4,MT29TBTL85012OVGSQ22YFNLREHDKPT,425,Insurance services,2,06-06-2022,27-08-2022
290,KZ08583RLSRYBXSZMLZ4,MC252479540832T14TYUTCAJX17,342,Software services,7,13-12-2021,23-07-2022
291,KZ08583RLSRYBXSZMLZ4,FR5041164036327DMV1CRBHOK58,136,Delivery services,5,08-05-2022,21-10-2022
292,FR654459310157FSFJXHSE1FU24,FR1543277896585ZIK0CSQLQV29,419,Waste management services,3,17-04-2022,04-08-2022
293,FR654459310157FSFJXHSE1FU24,BE55191200578333,48,Event planning services,2,19-01-2022,10-04-2022
294,BR1205660151330024495652954UY,LU51482S5LB0GJSVOYPP,51,Construction services,3,14-05-2022,28-08-2022
295,FR8531903426929BVM9A1DXCW93,PT32784241761371374262171,369,Training services,5,23-11-2021,10-05-2022
296,IL864925811367077730271,RO13UPSSRHMVA84JH0TPPTVX,414,Consulting services,1,27-10-2022,13-12-2022
297,IL864925811367077730271,HU90888651622857489620287790,39,Health and wellness services,4,26-04-2022,13-09-2022
298,IL864925811367077730271,GL5292163970877711,412,Delivery services,3,22-06-2022,20-09-2022
299,LV72XXYBH0G42VAO1QZAS,FR9782327987451AYUC37U0EF51,171,Delivery services,4,24-08-2022,12-01-2023
300,LV72XXYBH0G42VAO1QZAS,IE51HMAU92310220433666,244,Insurance services,1,03-06-2022,05-07-2022
301,LT686535476410631841,SA3362YUBLXWH0QPSXXHHUFK,160,Security services,3,26-03-2022,22-07-2022
302,LT686535476410631841,FR5013365821287GQMMDD6OLU83,271,Insurance services,6,02-11-2021,06-05-2022
303,MU79EOTT8963977338902634213BSU,LV85LQVR5CYMZNTJEAENO,183,Finance services,7,05-06-2022,07-01-2023
304,FR241647887802ACKVGEEEQZM87,AZ66GLLCMWGFFSKTDRD2WLKPHLEU,421,Insurance services,1,22-02-2022,09-04-2022
305,FR241647887802ACKVGEEEQZM87,CZ7345444139802983588544,373,Health and wellness services,3,03-07-2022,04-10-2022
306,FR241647887802ACKVGEEEQZM87,DK2114195689978254,86,Marketing services,2,25-09-2022,10-12-2022
307,DE87413056918276489411,KZ64703VA9TXWV1O4CUM,109,Training services,1,04-06-2022,02-08-2022
308,DE87413056918276489411,KW82KSFYM4YY93ESZGLAMCNATMMBIG,158,Construction services,1,17-06-2022,02-08-2022
309,DE87413056918276489411,IL930759747392977098228,295,Delivery services,1,21-06-2022,03-08-2022
310,DO692LOA24615275459286419733,BG10EWTB1413962P6E6CZJ,469,Waste management services,13,02-12-2021,27-12-2022
311,TN9828137049969786960962,GT83QMU2BFPVMOYQBSZ9SLMMIWW3,161,Consulting services,2,10-03-2022,27-05-2022
312,TN9828137049969786960962,CR5054394223774342612,362,Consulting services,3,25-01-2022,01-05-2022
313,TN9828137049969786960962,DE14729572230611752366,359,Construction services,10,22-01-2022,05-12-2022
314,SK9128096539431151563108,SM15Z7626700133IYW0DGUTCR6Q,378,Finance services,7,28-12-2021,06-08-2022
315,SK9128096539431151563108,VG35WZDA4882933705963825,315,Event planning services,4,07-07-2021,03-12-2021
316,AL33908744009C521XY5QXTPUATG,SK8004144805657907594151,130,Travel services,4,24-05-2022,22-09-2022
317,AL33908744009C521XY5QXTPUATG,BE14175804407331,213,Legal services,9,28-11-2021,20-09-2022
318,AL33908744009C521XY5QXTPUATG,MR2233184551320834197541398,29,Travel services,2,17-03-2022,26-05-2022
319,AE236837503028130721519,PL11799872834331665811266572,420,Travel services,1,25-01-2022,02-03-2022
320,AE236837503028130721519,DK1296358774419108,494,Waste management services,17,29-04-2021,12-10-2022
321,ME30014423925934878853,BG10EWTB1413962P6E6CZJ,457,Finance services,6,16-11-2021,30-05-2022
322,ME30014423925934878853,FR45266161274652TMVIVPQ5L01,30,Delivery services,6,20-08-2021,06-03-2022
323,CZ7501037659587135778487,BG80BGKW2232103ST3GTY6,366,Health and wellness services,6,22-10-2021,20-04-2022
324,CZ7501037659587135778487,AZ66GLLCMWGFFSKTDRD2WLKPHLEU,103,Health and wellness services,7,23-08-2021,29-03-2022
325,IL786557961952878739199,KZ64703VA9TXWV1O4CUM,121,Software services,4,30-10-2021,13-03-2022
326,CH6793171T2FIYUY16UEY,AZ73BFASXO7TAC1SDXQLYB2RTNGJ,437,Marketing services,8,07-02-2022,17-10-2022
327,CH6793171T2FIYUY16UEY,BA975439577438062611,233,Delivery services,4,22-02-2022,14-07-2022
328,HR2046564264198251845,PS81ZQCHDLD7M5SDZUWZNKSYSTCMO,223,Marketing services,1,14-07-2022,21-08-2022
329,HR2046564264198251845,CR3363379287437459602,464,Legal services,2,24-01-2022,07-04-2022
330,HR2046564264198251845,BH54PCIVYK9ZY4NPXRS8O3,412,Consulting services,2,12-05-2022,20-07-2022
331,LU67780AHKNQAGUVIQCQ,FI5111950414945047,162,Software services,2,11-10-2022,20-12-2022
332,LU67780AHKNQAGUVIQCQ,LB64197862DLT0DLQ7H8HKJHW7CI,95,Insurance services,3,27-08-2022,11-12-2022
333,DE26201314004591017445,FR695430719047MSWFWEIHCAO18,133,Security services,2,02-08-2022,17-10-2022
334,DE26201314004591017445,FI2219198455116224,14,Health and wellness services,7,06-04-2022,05-11-2022
335,DE26201314004591017445,CY32592408595KQLQUM1CG60C779,399,Consulting services,1,11-10-2022,08-12-2022
336,FR618914331395Y2P7V6AEBDG70,ME47023169616824130549,121,Insurance services,2,13-01-2022,28-03-2022
337,FR618914331395Y2P7V6AEBDG70,AD0357942949XKSMVLBOOIBA,326,Waste management services,3,04-06-2022,05-09-2022
338,FR618914331395Y2P7V6AEBDG70,SK8004144805657907594151,489,Security services,2,23-10-2022,28-12-2022
339,FR618914331395Y2P7V6AEBDG70,DE40064213356819991051,132,Construction services,17,13-08-2021,10-01-2023
340,FR880802642577SKWA7FFSOSY93,DE40064213356819991051,458,Finance services,6,02-02-2022,04-08-2022
341,FR880802642577SKWA7FFSOSY93,LI9371923OXAYHIGPTSWF,370,Training services,3,20-01-2022,22-04-2022
342,CH40257354COC2G42ATEJ,AT312563855247280428,101,Training services,11,04-06-2021,18-05-2022
343,CH40257354COC2G42ATEJ,ME17166678628475535698,200,Travel services,1,28-02-2022,18-04-2022
344,LB3423188JABVMUC6GSTMJQWP8DR,SE4479248889724865310316,317,Waste management services,6,12-03-2022,07-10-2022
345,IL930759747392977098228,CY9873342199LFMKFAYXM2EDQHLW,59,Health and wellness services,2,07-06-2022,18-08-2022
346,IL930759747392977098228,LB941675UDL4DF8O5J2L71XJLEFK,96,Finance services,6,29-05-2022,30-11-2022
347,IL930759747392977098228,MU79EOTT8963977338902634213BSU,127,Delivery services,6,07-04-2022,11-10-2022
348,IL930759747392977098228,IL864925811367077730271,432,Marketing services,4,17-07-2022,02-12-2022
349,SM21J8226711495E7QWVSFSIA8R,IL786557961952878739199,272,Legal services,6,01-03-2022,10-09-2022
350,SM21J8226711495E7QWVSFSIA8R,BH67DBGDTWOO98T1IIB1GE,267,Event planning services,1,22-10-2022,05-12-2022
351,AE669617962979556956338,IL757842282767511621870,352,Security services,1,23-06-2021,29-07-2021
352,CR5054394223774342612,AT312563855247280428,199,Training services,2,10-03-2022,27-05-2022
353,CR5054394223774342612,FR0871364849612TYD80JXEME62,32,Marketing services,7,10-03-2022,19-10-2022
354,CZ4978198580333176676814,IT95C5136669136DOMHUVNPWXL1,339,Software services,5,30-03-2021,31-08-2021
355,CZ4978198580333176676814,MT96UJMO84351ISUKDQAC1BVUSET7YZ,187,Construction services,2,22-12-2021,11-03-2022
356,CZ4978198580333176676814,SM79Q3694121719TOU8ASQA0WSB,371,Construction services,1,23-10-2021,25-11-2021
357,KZ79698SAMINRDWP0SU3,FR236631003080GIYTWDCWVFH78,495,Delivery services,5,21-05-2022,24-10-2022
358,KZ79698SAMINRDWP0SU3,PL89877171017396818184443026,39,Consulting services,1,27-06-2022,13-08-2022
359,KZ79698SAMINRDWP0SU3,FR980951897243NIURNICRP1L79,177,Health and wellness services,6,29-05-2022,24-12-2022
360,IE51HMAU92310220433666,KW22OLNPISJDMT4SNHFR0DSPN5ANKQ,105,Legal services,1,14-11-2022,28-12-2022
361,IE51HMAU92310220433666,PT13236191257141033561499,158,Delivery services,1,13-10-2022,02-12-2022
362,IE51HMAU92310220433666,HU15831059445261419254720391,211,Construction services,2,20-07-2022,23-09-2022
363,IE51HMAU92310220433666,MU79EOTT8963977338902634213BSU,17,Waste management services,2,24-08-2022,07-11-2022
364,LB020531YBRENLULG71HLYYHAJFW,LI9457531A6YJLWIJKNSQ,396,Consulting services,1,11-06-2022,27-07-2022
365,BE73412981269660,FR866323816569TBEYXL0UTTS96,55,Travel services,3,25-08-2022,08-12-2022
366,BE73412981269660,MU38SPRZ6561085529865602003KQY,379,Event planning services,3,18-10-2021,25-01-2022
367,BH89XBHG5UNJQVF7DMBYNQ,BE73412981269660,166,Construction services,9,15-09-2021,20-06-2022
368,FR852149528972WKYPXKZBV9783,FR8950951953808OSTKJGGULZ02,65,Waste management services,1,26-03-2022,07-05-2022
369,FR852149528972WKYPXKZBV9783,HU90888651622857489620287790,331,Legal services,6,23-06-2022,14-01-2023
370,FR852149528972WKYPXKZBV9783,PL02388355872187260826304548,218,Marketing services,6,28-05-2022,10-12-2022
371,FR852149528972WKYPXKZBV9783,CH40257354COC2G42ATEJ,344,Training services,2,22-09-2022,28-11-2022
372,MD127KRR5IDXVHDKKSBDCYLZ,IT56S7325864523V7YMRWOSUY1J,323,Travel services,4,03-07-2022,31-10-2022
373,MD127KRR5IDXVHDKKSBDCYLZ,PK52YQMIKKNXKJTPECSBKECZ,366,Consulting services,1,15-06-2022,01-08-2022
374,MD127KRR5IDXVHDKKSBDCYLZ,KW22OLNPISJDMT4SNHFR0DSPN5ANKQ,225,Finance services,1,15-11-2022,27-12-2022
375,AD3436784333NJ8STCMDIPRF,SI16655849116473450,282,Training services,2,14-06-2022,08-09-2022
376,AD3436784333NJ8STCMDIPRF,MT29TBTL85012OVGSQ22YFNLREHDKPT,215,Travel services,2,19-03-2022,24-05-2022
377,FR355719122719UPWYHQHCWEX12,PK06PYDX9IKDYX2W6BCBMLX1,182,Training services,3,26-03-2022,13-07-2022
378,FR355719122719UPWYHQHCWEX12,DE87413056918276489411,465,Waste management services,1,05-05-2022,14-06-2022
379,FR355719122719UPWYHQHCWEX12,FR241647887802ACKVGEEEQZM87,312,Legal services,1,26-11-2021,14-01-2022
380,CY9873342199LFMKFAYXM2EDQHLW,LU67780AHKNQAGUVIQCQ,272,Health and wellness services,7,24-04-2022,06-12-2022
381,IL954780099934615738624,FR980228933378SS3VLX9UACU28,402,Finance services,7,23-04-2021,26-11-2021
382,IL954780099934615738624,FR9236728895752YBZZQ60JCF08,358,Delivery services,2,14-08-2022,25-10-2022
383,IL954780099934615738624,SA8805TF9YHK68JRJYE64GMK,451,Travel services,5,26-05-2022,25-10-2022
384,PT79958979704247087374884,SI27477425351749407,409,Training services,1,06-12-2022,11-01-2023
385,PT79958979704247087374884,SA7921PAVZLGBPQUVNDYCZNY,492,Insurance services,3,23-08-2022,25-11-2022
386,PT79958979704247087374884,ME65998433026079128554,410,Health and wellness services,4,01-07-2022,27-11-2022
387,SM78N7809963212KRCYTRDYPGBA,NO2855437598422,329,Health and wellness services,7,14-02-2022,21-09-2022
388,HU68784313704422979806045343,AD0357942949XKSMVLBOOIBA,218,Waste management services,1,29-10-2022,30-11-2022
389,HU68784313704422979806045343,PL02388355872187260826304548,103,Security services,4,30-06-2022,04-11-2022
390,HU68784313704422979806045343,HU15831059445261419254720391,310,Waste management services,6,01-05-2022,26-11-2022
391,HU68784313704422979806045343,AL33908744009C521XY5QXTPUATG,158,Delivery services,3,08-09-2022,30-12-2022
392,FR545626506435USBYMLJZW4T92,HR2046564264198251845,393,Event planning services,9,02-01-2022,23-10-2022
393,FR545626506435USBYMLJZW4T92,ES6345491053851602647405,265,Software services,2,03-10-2021,26-12-2021
394,LT020042583090022848,CR5710841972545014452,387,Health and wellness services,1,26-05-2022,16-07-2022
395,LT020042583090022848,PS73OBEGHFSEYBLYFMH8L3QPGVQC9,311,Insurance services,15,16-09-2021,05-01-2023
396,LT020042583090022848,CY8714298070SW8FV1GLHBWSTKYO,33,Travel services,6,27-11-2021,15-06-2022
397,IT13H2361404392D7MFDQT0IDVL,AE953455736311284747558,277,Delivery services,2,26-09-2022,24-12-2022
398,IT13H2361404392D7MFDQT0IDVL,KZ22464M1ORDJRMKIJGA,401,Software services,4,10-05-2022,11-09-2022
399,IT13H2361404392D7MFDQT0IDVL,AE953455736311284747558,337,Construction services,5,24-02-2022,15-08-2022
400,DE24606440803858670949,BE14175804407331,389,Marketing services,3,04-06-2022,28-09-2022
401,DE24606440803858670949,FR052117707973ENFZR7TSHFB68,391,Marketing services,1,23-09-2022,25-10-2022
402,DE24606440803858670949,FR269578997927ZXUFJFD0UIZ87,343,Marketing services,1,25-08-2022,08-10-2022
403,CR6208159620834962189,SK9128096539431151563108,49,Health and wellness services,9,13-12-2021,12-09-2022
404,CR6208159620834962189,SI27477425351749407,72,Marketing services,3,28-01-2022,25-05-2022
405,CR6208159620834962189,SA4941E7VC2BUJG8DVLMIUB9,39,Event planning services,13,28-07-2021,27-08-2022
406,PL66688800934580256377748627,MR2233184551320834197541398,443,Insurance services,1,01-05-2022,23-06-2022
407,PL66688800934580256377748627,FR6770020963208J1UCIEIWYZ93,447,Security services,1,24-08-2022,06-10-2022
408,PL66688800934580256377748627,SI14376102936075049,300,Delivery services,5,07-05-2022,23-10-2022
409,SM15Z7626700133IYW0DGUTCR6Q,SM83P90892886318JNTNUYDHWF0,161,Delivery services,2,12-05-2022,15-07-2022
410,SM15Z7626700133IYW0DGUTCR6Q,MC574513984017FXNQQKOYBLQ33,78,Waste management services,4,12-01-2022,14-05-2022
411,CR4377281577857817397,MK34727GCD89ZBFDW30,423,Legal services,5,03-06-2022,11-11-2022
412,CR4377281577857817397,LT686535476410631841,113,Consulting services,4,25-06-2022,11-11-2022
413,MK41477DOYFWAI1W659,FI5111950414945047,259,Security services,3,03-06-2022,08-09-2022
414,MT29TBTL85012OVGSQ22YFNLREHDKPT,FR618914331395Y2P7V6AEBDG70,337,Health and wellness services,5,08-07-2022,25-12-2022
415,SI24995381014793617,FR794576365824OBDHH9XQU3Z48,111,Training services,2,08-09-2021,13-11-2021
416,SI24995381014793617,FR980228933378SS3VLX9UACU28,426,Insurance services,2,17-05-2021,26-07-2021
417,DK5795947186416720,MR3684476395740706147116764,429,Finance services,8,29-03-2022,01-12-2022
418,DK5795947186416720,ES3876567973341776820457,80,Legal services,1,20-07-2022,08-09-2022
419,DK5795947186416720,CZ7501037659587135778487,296,Finance services,1,31-05-2022,04-07-2022
420,AT419337944819836915,KW59IMZAU6XRJDDOMKHUQXXXQNGYBX,337,Finance services,8,23-03-2022,19-11-2022
421,AT419337944819836915,CZ4646558313350058759499,301,Construction services,4,14-04-2022,21-08-2022
422,LT072751014736594693,NO5707298372619,369,Finance services,1,09-08-2022,07-10-2022
423,MR3684476395740706147116764,VG31PSVD3306916511040551,144,Waste management services,3,23-12-2021,19-04-2022
424,MR3684476395740706147116764,MK76101XO6RF8MT6N44,260,Finance services,7,23-05-2022,13-01-2023
425,FR5894022872945ACYX887VOH23,FI2219198455116224,32,Security services,9,26-07-2021,13-05-2022
426,PT13236191257141033561499,BH80CEBOTKLJM2BUKX42VF,446,Travel services,4,14-07-2022,13-11-2022
427,PT13236191257141033561499,KZ08583RLSRYBXSZMLZ4,24,Training services,3,02-09-2021,20-12-2021
428,PK16OVGG5TABA3XNX7GFS7OG,IL706407341573205473112,276,Event planning services,5,14-12-2021,23-05-2022
429,PK16OVGG5TABA3XNX7GFS7OG,MD02BZL3BAJBVBOSVTVUCZLH,91,Finance services,1,21-07-2022,02-09-2022
430,PK16OVGG5TABA3XNX7GFS7OG,FR521761738278VD4WOODAQLA67,422,Software services,2,05-06-2022,16-08-2022
431,BG80BGKW2232103ST3GTY6,FR9236728895752YBZZQ60JCF08,456,Finance services,4,23-08-2022,30-12-2022
432,BG80BGKW2232103ST3GTY6,DE88503433710437310817,456,Security services,3,21-09-2021,29-12-2021
433,BG80BGKW2232103ST3GTY6,FR555370117262M8MHCS4TW0778,440,Security services,3,11-06-2022,21-09-2022
434,GB40XYTB95618940277915,HU58313167784880213722880914,400,Consulting services,1,01-10-2022,11-11-2022
435,GB40XYTB95618940277915,CH6793171T2FIYUY16UEY,46,Marketing services,3,07-09-2022,10-12-2022
436,GB40XYTB95618940277915,KZ79698SAMINRDWP0SU3,158,Legal services,2,09-07-2022,13-09-2022
437,FR828083090168ET6ILTDQURN59,AE953455736311284747558,491,Consulting services,5,04-04-2022,18-09-2022
438,FR828083090168ET6ILTDQURN59,PS73OBEGHFSEYBLYFMH8L3QPGVQC9,462,Security services,2,21-08-2022,17-11-2022
439,FR828083090168ET6ILTDQURN59,ES6345491053851602647405,119,Delivery services,1,02-02-2022,14-03-2022
440,GE75WE8521088818461588,SE0410756440958840317925,216,Travel services,4,20-11-2021,09-04-2022
441,GE75WE8521088818461588,GI83NEWZEVPW4UU7XMWZ0HZ,61,Training services,1,01-11-2022,13-12-2022
442,GE75WE8521088818461588,AE669617962979556956338,261,Training services,4,15-11-2021,21-03-2022
443,FO5917849755420235,FR815550418281TQ84CJY8Q0X83,432,Finance services,2,21-12-2021,20-02-2022
444,GR861288206OLQH2DAHVAN1RZMH,CY95098509140KUMVLON9VLJIQD8,173,Security services,5,21-10-2021,05-04-2022
445,RO30KCWCK6YFATZUPK1JDJSU,AZ73BFASXO7TAC1SDXQLYB2RTNGJ,125,Training services,2,01-06-2022,25-08-2022
446,RO30KCWCK6YFATZUPK1JDJSU,CZ7345444139802983588544,143,Software services,1,29-06-2022,11-08-2022
447,RO30KCWCK6YFATZUPK1JDJSU,EE386688945979336861,223,Delivery services,3,18-04-2022,30-07-2022
448,RO13UPSSRHMVA84JH0TPPTVX,MD02BZL3BAJBVBOSVTVUCZLH,456,Construction services,1,13-11-2022,15-12-2022
449,RO13UPSSRHMVA84JH0TPPTVX,MK885706QX8UYFKTF20,410,Travel services,5,07-06-2022,22-11-2022
450,RO13UPSSRHMVA84JH0TPPTVX,KW22OLNPISJDMT4SNHFR0DSPN5ANKQ,293,Legal services,9,15-10-2021,22-07-2022
451,RO13UPSSRHMVA84JH0TPPTVX,FR273037025062NQTUZGL8HIC68,132,Event planning services,3,02-03-2022,27-06-2022
452,LI4086518PKMEK1TNNUIG,FR828083090168ET6ILTDQURN59,463,Travel services,2,08-03-2022,18-05-2022
453,NO5707298372619,MK607269Y52K7L4HG42,241,Waste management services,3,17-06-2022,03-10-2022
454,NO5707298372619,CH584827884PGVRUBCRFO,109,Construction services,8,05-01-2022,01-10-2022
455,NO5707298372619,SM83P90892886318JNTNUYDHWF0,232,Consulting services,6,11-11-2021,14-05-2022
456,TR7857618UXWCWBI4V4IUMMBD5,DK2320762204856596,48,Marketing services,2,10-01-2022,13-03-2022
457,TR7857618UXWCWBI4V4IUMMBD5,NL76JNXX1868440926,319,Finance services,3,16-02-2022,15-06-2022
458,TR7857618UXWCWBI4V4IUMMBD5,SA4941E7VC2BUJG8DVLMIUB9,354,Consulting services,4,02-03-2022,28-07-2022
459,BH28EQZSLZB0CFICEYOZHW,FR823591936920GRRQXKU19RZ41,482,Waste management services,9,30-03-2022,29-12-2022
460,BH28EQZSLZB0CFICEYOZHW,FR1502944963172WZYK2TOUP756,421,Health and wellness services,1,22-07-2022,12-09-2022
461,IS854519170803540031159058,CZ7501037659587135778487,294,Finance services,7,17-12-2021,15-07-2022
462,IS854519170803540031159058,FR828083090168ET6ILTDQURN59,335,Training services,5,05-03-2022,08-08-2022
463,FR768052907885WGR8C1JBYOU54,IS720835397310571562917668,257,Waste management services,5,02-07-2021,17-12-2021
464,FR768052907885WGR8C1JBYOU54,DE14729572230611752366,485,Software services,4,21-08-2022,23-12-2022
465,FR768052907885WGR8C1JBYOU54,BG60XTTX845800OI22AMHG,492,Consulting services,1,09-12-2021,17-01-2022
466,IL706407341573205473112,FR718643467428HIJYLT8CYGQ82,288,Travel services,6,24-04-2022,01-11-2022
467,IL706407341573205473112,LV85LQVR5CYMZNTJEAENO,240,Training services,1,20-04-2022,12-06-2022
468,MD62NVLXRWUOQ1BVDGBQ1HOW,FR8531903426929BVM9A1DXCW93,440,Security services,2,05-06-2022,30-08-2022
469,MD62NVLXRWUOQ1BVDGBQ1HOW,PK96UAFUYAA6NVVXOQDYXM6R,389,Insurance services,3,06-06-2022,27-09-2022
470,MD62NVLXRWUOQ1BVDGBQ1HOW,MT29TBTL85012OVGSQ22YFNLREHDKPT,418,Finance services,1,01-07-2022,09-08-2022
471,CH0777012CHPF0RNYLH5D,BH54PCIVYK9ZY4NPXRS8O3,28,Insurance services,1,26-05-2022,13-07-2022
472,CH0777012CHPF0RNYLH5D,GR522354528C95EVZDAXCLHWO6W,284,Event planning services,1,11-06-2022,31-07-2022
473,CH0777012CHPF0RNYLH5D,RS23635468475653514503,282,Event planning services,6,15-03-2022,07-10-2022
474,SA95663L8AYYQFUGNYDUDYGY,DO09YBQL07479057498667250098,158,Event planning services,1,17-03-2022,19-04-2022
475,SA95663L8AYYQFUGNYDUDYGY,IE64VVRQ32687269365888,175,Construction services,3,03-11-2021,11-02-2022
476,FR718643467428HIJYLT8CYGQ82,AZ64HEGTJCSUZBLP4MODQD5TXA2Y,329,Insurance services,1,23-07-2022,18-09-2022
477,FR718643467428HIJYLT8CYGQ82,HR2046564264198251845,79,Training services,3,06-07-2022,30-10-2022
478,FR718643467428HIJYLT8CYGQ82,IL240866025059159431398,44,Legal services,2,03-07-2022,14-09-2022
