CardID,Account,Limit,PIN
3536108128898077,AT312563855247280428,100000,3945
3567677575743202,FR0871364849612TYD80JXEME62,100000,7640
3541520957231944,FR936121328389LQQGOASLWT796,100000,0287
503800593672470480,FR936121328389LQQGOASLWT796,100000,0825
3576764137500459,NL57TYWJ4684226641,100000,3969
341595365881884,NO1086289381692,100000,4535
3589646107363445,IL489787960417879635203,100000,2690
3563769379492260,IL489787960417879635203,100000,4325
50388690649230690,IL489787960417879635203,100000,5832
5100135658395506,AD9785172221O1G3LAZ3EHAY,100000,3031
6763200761697226,EE853716562864970222,100000,9284
6759219299794517,FR957095196666WZCFKX7UIOC49,100000,4376
4175002363554905,FR957095196666WZCFKX7UIOC49,100000,3382
4913255553549351,FR957095196666WZCFKX7UIOC49,100000,8263
6767827877857082,MT69HUPA88465GU9WRY2OMXLZEBAK28,100000,1660
3547567731135523,FR1177144071868EIO0XBPAQH30,100000,1744
5048376136491690,DE02655198100986171775,100000,3960
30469262367817,SA3042VLBFLEND4YGUQOFAGX,100000,4028
3584628278295957,LT515349342197999350,100000,6587
3571814317357884,GB76IQCB97160799774998,100000,9607
5010120310092344,GB76IQCB97160799774998,100000,4506
30352518363055,PS02JZSFMNUORGS30HF7NQVLWYEHP,100000,0537
67611729706410895,PK16JVLT9WUDT2GTNRJXDCWX,100000,9149
3584103437984610,BR6719619074764247260759846PC,100000,4387
675940856916705939,BR6719619074764247260759846PC,100000,8714
490512837844897032,IE64VVRQ32687269365888,100000,9802
372301279494662,PT96360701922156082244556,100000,6257
3537050793302119,SA8805TF9YHK68JRJYE64GMK,100000,1495
6333981359979097518,BR0310713915481509546647092WZ,100000,7062
3572388363262750,IL563665854804309369837,100000,9785
5048378993480048,PT54876113908975191283835,100000,0963
3579377355297703,PT54876113908975191283835,100000,7500
342438540494852,PT54876113908975191283835,100000,8531
6762881516605159,MK34727GCD89ZBFDW30,100000,7416
6304461132262878,FR052117707973ENFZR7TSHFB68,100000,0107
3582539562603800,FR266343225064PCVUZ6NADSB73,100000,3751
3579837842122855,FR266343225064PCVUZ6NADSB73,100000,2418
5220119512545337,FR266343225064PCVUZ6NADSB73,100000,5743
201407828777338,TN2192558651311039733353,100000,8877
337941914151724,CZ4646558313350058759499,100000,0747
30083460908890,BA975439577438062611,100000,4329
6759171730551302532,FR972388823743M5JPHUZ8VN953,100000,3584
3560656041219275,VG31PSVD3306916511040551,100000,4233
5108752240480935,CY32592408595KQLQUM1CG60C779,100000,2784
3540066317225425,CY32592408595KQLQUM1CG60C779,100000,7109
3544686753119117,CY32592408595KQLQUM1CG60C779,100000,3600
3542083376979915,AL0632649694SYHHMSPXSYAET4R2,100000,3649
3562070516496210,LU40354T9JDUQ2D13TJD,100000,9642
4175007220957761,IE72QVSZ87136645799851,100000,6004
5602229771444508450,IE72QVSZ87136645799851,100000,5392
3557608276398592,IE72QVSZ87136645799851,100000,1812
6771510211345444174,FR380744423606NAPDXC8TKRV13,100000,4097
3529247601509139,MU31UEWC1168158191908027236MKS,100000,7221
6762355853935057,CH6569821IBPATSHZIOIH,100000,5881
3583772372562770,CH6569821IBPATSHZIOIH,100000,1147
3563257295761885,FR273037025062NQTUZGL8HIC68,100000,4822
4017958126609405,AD9218574272NDERR6HYZMER,100000,7258
371478217100832,DE40064213356819991051,100000,6497
3574674846973685,DE40064213356819991051,100000,7426
3542046346225537,FR637609456526U9RDEVHO5CB69,100000,2099
6709547490708980,FR637609456526U9RDEVHO5CB69,100000,7542
3550342781737824,AE595235723883635853522,100000,1785
30250263713823,RS23635468475653514503,100000,4371
503867065155492265,BH68VDGEO3AQYIO5773CF6,100000,0518
6395883628580507,BH68VDGEO3AQYIO5773CF6,100000,7775
3589556676257920,GR398289153L5EKN5JL8GVUGQ9D,100000,8084
3571061771029993,FR912313790044NAWFTQTOP3742,100000,9985
5100145056329478,DE77222806807739559532,100000,1272
3580115543266447,FR569310056713SC8KZOLNQYJ12,100000,7713
6331100471451695,FR8950951953808OSTKJGGULZ02,100000,3280
3563473014654596,FR8950951953808OSTKJGGULZ02,100000,5207
4905426434615041459,FR269578997927ZXUFJFD0UIZ87,100000,3729
5602238818270685,SM67I59744507953ATHJ7DUIE9D,100000,5264
56022434586346873,LV85LQVR5CYMZNTJEAENO,100000,6533
6333245392947061,FR9236728895752YBZZQ60JCF08,100000,3059
3563748289324086,VG35WZDA4882933705963825,100000,5748
3563591453268030,FI5111950414945047,100000,4496
5100179793661174,FI5111950414945047,100000,8968
3529515235448712,FI5111950414945047,100000,5559
3556834589748197,FR156859604172LTRQ0ETNXXL69,100000,6323
347151695078074,FR156859604172LTRQ0ETNXXL69,100000,5860
3528436246068285,FR980951897243NIURNICRP1L79,100000,9327
3536880409955343,FR980951897243NIURNICRP1L79,100000,2223
6761258418333043,CZ5240340767680109789049,100000,6674
3575232728860733,RS27535419511289380411,100000,3217
3565898356604239,RS27535419511289380411,100000,1733
5602243091084732977,KZ22464M1ORDJRMKIJGA,100000,7769
5550115642427743,KZ22464M1ORDJRMKIJGA,100000,7839
5508983801098859,PK91LXHIO89K2LVOSOZPAQWO,100000,3770
4026799844293570,MR2233184551320834197541398,100000,2186
30154537228438,SI90561448213410524,100000,1876
3531018699110411,SI90561448213410524,100000,0442
